0.5994	18.0230
1.6144	18.5770
2.6284	18.7260
3.6424	18.2150
4.6573	17.7120
5.6713	17.0330
6.6863	16.7370
7.7003	16.8980
8.7153	17.1570
9.7293	16.8670
10.7432	16.7480
11.7582	16.6070
12.7722	16.7050
13.7872	16.6460
14.8012	16.5980
15.8162	16.5200
16.8302	16.5470
17.8441	16.5880
18.8591	16.5710
19.8731	16.5430
20.8881	16.5950
21.9021	16.4150
22.9161	16.4440
23.9310	16.5020
24.9450	16.5300
25.9600	16.6490
26.9740	16.6130
27.9890	16.5070
29.0030	16.2810
30.0170	16.2240
31.0319	16.1860
32.0459	16.2160
33.0609	16.3740
34.0749	16.4510
35.0889	16.5790
36.1039	16.6840
37.1178	16.6550
38.1328	16.6910
39.1468	17.3410
40.1618	18.3050
41.1758	15.2710
42.1898	16.2500
43.2048	16.6500
44.2187	16.9850
45.2337	17.2720
46.2477	16.2230
47.2627	12.8270
48.2767	12.9740
49.2907	15.9300
50.3056	16.5310
51.3196	16.4880
52.3346	16.5470
53.3486	16.7930
54.3626	16.8650
55.3776	16.8320
56.3916	16.7470
57.4065	16.8450
58.4205	17.0840
59.4355	17.1690
60.4495	17.2140
61.4635	17.0270
62.4785	17.0510
63.4924	17.0830
64.5074	17.2750
65.5214	17.4220
66.5354	17.4110
67.5504	17.4720
68.5644	17.6380
69.5794	17.9610
70.5933	17.9800
71.6083	17.8730
72.6223	17.7110
73.6363	17.4100
74.6513	17.3640
75.6653	17.3870
76.6802	17.2480
77.6942	17.3630
78.7092	17.5050
79.7232	17.3180
80.7372	17.0140
81.7522	16.9900
82.7662	17.0460
83.7811	17.1330
84.7951	16.9490
85.8091	16.8180
86.8241	16.9120
87.8381	16.8010
88.8531	16.6420
89.8670	16.5270
90.8820	16.4510
91.8960	16.2410
92.9100	16.0600
93.9250	15.8010
94.9390	15.6900
95.9540	15.5320
96.9679	15.3630
97.9829	15.3170
98.9969	15.1790
100.0109	14.9140
101.0259	14.4670
102.0399	14.0820
103.0548	13.8700
104.0688	13.4380
105.0828	12.9320
106.0978	12.5860
107.1118	12.0660
108.1268	11.5860
109.1407	11.2120
110.1557	10.7730
111.1697	10.3440
112.1837	9.9760
113.1987	9.5280
114.2127	9.1810
115.2277	8.9600
116.2416	8.8160
117.2556	8.6030
118.2706	8.5980
119.2846	8.8540
120.2996	8.8350
121.3136	8.8240
122.3285	8.8610
123.3425	8.6930
124.3565	8.7870
125.3715	8.8300
126.3855	8.9580
127.4005	9.0130
128.4145	9.0590
129.4294	9.1190
130.4434	9.2230
131.4574	9.4070
132.4724	9.3580
133.4864	9.4510
134.5014	9.6200
135.5153	9.7760
136.5293	9.9650
137.5443	10.2890
138.5583	10.4070
139.5733	10.5440
140.5873	10.6980
141.6023	10.9070
142.6162	11.2070
143.6302	11.3940
144.6452	11.4930
145.6592	11.7470
146.6742	11.8260
147.6882	11.9020
148.7021	12.2880
149.7171	12.7490
150.7311	12.9680
151.7461	13.0670
152.7601	13.3040
153.7751	13.6810
154.7891	13.9220
155.8030	14.2580
156.8180	14.7050
157.8320	15.0900
158.8470	15.3210
159.8610	15.5800
160.8760	15.7860
161.8899	15.9860
162.9039	16.2300
163.9189	16.3110
164.9329	16.5660
165.9479	16.8860
166.9619	17.0000
167.9759	17.1800
168.9908	17.1240
170.0048	17.1800
171.0198	17.3650
172.0338	17.6540
173.0488	17.8600
174.0628	18.0160
175.0767	18.2510
176.0917	18.2530
177.1057	18.1180
178.1207	18.1050
179.1347	18.4540
180.1487	18.8120
181.1637	18.9560
182.1776	18.8970
183.1926	19.1470
184.2066	19.1110
185.2216	19.2710
186.2356	19.4830
187.2496	19.5600
188.2645	19.7110
189.2785	19.8490
190.2935	20.1190
191.3075	20.2420
192.3225	20.5680
193.3365	20.8720
194.3505	21.3990
195.3654	21.7180
196.3794	21.7410
197.3944	21.8500
198.4084	22.1660
199.4224	22.5470
200.4374	22.9530
201.4513	23.3820
202.4663	23.6220
203.4803	23.7420
204.4953	23.8540
205.5093	23.8110
206.5233	23.9510
207.5383	23.9870
208.5522	23.8880
209.5672	24.0180
210.5812	24.0840
211.5952	24.1740
212.6102	24.3700
213.6242	24.1960
214.6391	24.2310
215.6531	24.3370
216.6681	24.4560
217.6821	24.3400
218.6961	24.5940
219.7111	24.6330
220.7251	24.4360
221.7400	24.4300
222.7540	24.6590
223.7690	24.7060
224.7830	24.7800
225.7970	24.8770
226.8120	24.9290
227.8259	24.6770
228.8409	24.8330
